"","DiveNum","GPS","ObsTime","Collector","Depth_m","Depth_ft","AnemSpp","AnemDia","oldAnemID","AnemID","AnemSampleID","Spp","Size1","Col1","ID1","Size2","Col2","ID2","Size3","Col3","ID3","Size4","Col4","ID4","Size5","Col5","ID5","Size6","Col6","ID6","Size7","Col7","ID7","Spp2","Spp2Size1","Spp2Size2","Spp2Size3","Spp2Size4","Notes","NumFish","Sizes","lat","lon","Date","Name","Municipality","Cover"
"213",11,3,"15:25:00","MRS",1,NA,"HECR",15,NA,1120,NA,"",NA,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",0,",",10.869657062,124.7158943117,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"214",11,3,"15:29:00","MRS",0.5,NA,"HECR",25,NA,1119,NA,"APCL",5,"YR",45,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"5,",10.8696317486,124.7159730177,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"215",12,3,"10:04:00","MRS",2.4,NA,"HECR",30,NA,1034,NA,"APCL",7.2,"YR",402618,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"7.2,",10.8687669877,124.7165545542,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"216",12,3,"10:10:00","MRS",2.1,NA,"HECR",30,NA,148,NA,"APCL",7.5,"O",401710,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"7.5,",10.8688144293,124.7164859902,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"217",12,3,"10:15:00","MRS",2.1,NA,"HECR",15,NA,1037,NA,"APCL",5.2,"YR",48,1,"YR","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"5.2,1,",10.8688394073,124.7164750099,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"218",12,3,"10:19:00","MRS",2.3,NA,"HECR",25,NA,2064,NA,"APCL",7.9,"O",403479,9.3,"OP","401929",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"7.9,9.3,",10.868851142,124.7164330166,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"219",12,3,"10:28:00","MRS",2,NA,"HECR",30,NA,1040,NA,"APCL",3.5,"WR",49,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"3.5,",10.8689823188,124.7164447512,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"220",12,3,"10:31:00","MRS",2,NA,"HECR",30,NA,2065,NA,"APCL",3.9,"YR",50,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"3.9,",10.8689908683,124.716469897,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"221",12,3,"10:32:00","MRS",2.6,NA,"HECR",15,NA,NA,NA,"APCL",3.3,"WR",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"3.3,",10.8689964004,124.7164688911,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"222",12,3,"10:36:00","MRS",2.1,NA,"HECR",25,NA,582,NA,"",NA,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",0,",",10.8690567501,124.716435615,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"223",12,3,"10:37:00","MRS",2.2,NA,"HECR",15,NA,2066,NA,"APCL",3.5,"WR",51,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"3.5,",10.8690693229,124.7164429072,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"224",12,3,"10:39:00","MRS",2.1,NA,"HECR",30,NA,1042,NA,"",NA,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",0,",",10.8691350371,124.716351293,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"225",12,3,"10:45:00","MRS",2.1,NA,"HECR",30,1055,2067,NA,"APCL",7.3,"YP",400642,4.1,"YR","52",7,"O",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"didn't catch 7cm fish",3,"7.3,4.1,7,",10.8691248111,124.7163497005,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"226",12,3,"10:50:00","MRS",2.2,NA,"HECR",35,NA,585,NA,"APCL",8.7,"OP",408712,9.1,"Y","403664",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"8.7,9.1,",10.8691616915,124.7162996605,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"227",12,3,"10:53:00","MRS",2.2,NA,"HECR",30,NA,2068,NA,"APCL",6.4,"YP",405332,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"6.4,",10.8691761084,124.7163563222,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"228",12,3,"11:05:00","MRS",2.1,NA,"HECR",30,NA,2069,NA,"APCL",4.7,"YR",53,8.5,"OP","402454",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"4.7,8.5,",10.8692266513,124.7163518798,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"229",12,3,"11:08:00","MRS",2.2,NA,"HECR",30,NA,2070,NA,"APCL",9.4,"OP",403943,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"9.4,",10.8691937942,124.7163498681,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"230",12,3,"11:15:00","MRS",2.3,NA,"HECR",25,NA,2071,NA,"APCL",8.4,"OP",405876,9,"YR","406629",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"8.4,9,",10.8690603543,124.716329081,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"231",12,3,"11:19:00","MRS",1.9,NA,"HECR",30,NA,2072,NA,"APCL",7.6,"O",405124,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","APPE",2.5,NA,NA,NA,"",1,"7.6,",10.869073011,124.7163243033,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"232",12,3,"11:26:00","MRS",1.9,NA,"HECR",30,NA,1043,NA,"APCL",8.4,"Y",406734,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8.4,",10.8692279086,124.7163139097,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"233",12,3,"11:30:00","MRS",2.1,NA,"HECR",15,NA,1045,NA,"APCL",7.9,"YR",402586,2.5,"YR","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"7.9,2.5,",10.8692597598,124.7163041867,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"234",12,3,"11:35:00","MRS",2,NA,"HECR",30,NA,1047,NA,"APCL",8.6,"YP",402499,7.4,"O","407431",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"8.6,7.4,",10.8693019208,124.7163359541,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"235",12,3,"11:39:00","MRS",2.3,NA,"HECR",30,NA,2073,NA,"APCL",6.3,"YR",353383,3,"Y","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"6.3,3,",10.8693309221,124.716344336,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"236",12,3,"11:39:00","MRS",2.3,NA,"ENQD",30,NA,NA,NA,"APFR",8,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8,",10.8693309221,124.716344336,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"237",12,3,"11:39:00","MRS",2.3,NA,"EMPT",NA,NA,1056,NA,"",NA,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",0,",",10.8693309221,124.716344336,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"238",12,3,"11:46:00","MRS",2.4,NA,"HECR",30,NA,2075,NA,"APCL",8.8,"O",403713,8.9,"YR","402123",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"8.8,8.9,",10.8693621028,124.716406865,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"239",12,3,"11:49:00","MRS",2.1,NA,"HECR",15,NA,2074,NA,"APCL",3.9,"WR",54,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"3.9,",10.8693705685,124.7164008301,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"240",12,3,"11:50:00","MRS",2.1,NA,"HECR",30,NA,586,NA,"",NA,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",0,",",10.8693644498,124.716401333,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"241",12,3,"12:02:00","MRS",2.1,NA,"HECR",30,NA,2076,NA,"APCL",7,"O",399744,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"7,",10.8694892563,124.7163010016,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"242",12,3,"12:02:00","MRS",2,NA,"HECR",30,NA,1049,NA,"APCL",3.8,"YR",55,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"3.8,",10.8694892563,124.7163010016,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"243",12,3,"12:08:00","MRS",2,NA,"HECR",30,NA,1101,NA,"APCL",7.4,"O",400524,5.6,"W","56",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"7.4,5.6,",10.8694930281,124.7162894346,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"244",12,3,"9:46:00","MRS",1.9,NA,"HECR",30,NA,2062,NA,"APCL",4.4,"WR",46,3,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"4.4,3,",10.8688941412,124.716639882,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"245",12,3,"9:57:00","MRS",2.1,NA,"HECR",30,NA,2063,NA,"APCL",6.6,"W",401241,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"6.6,",10.8687358908,124.716787152,"6/2/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"246",13,3,"13:31:00","MRS",2.4,NA,"HECR",30,NA,2077,NA,"APCL",5.2,"YR",57,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"5.2,",10.8618984371,124.720916329,"6/2/15","Magbangon","Albuera","fringe reef"
"247",13,3,"13:37:00","MRS",2.4,NA,"HECR",30,NA,2078,NA,"APCL",8.2,"OP",405915,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8.2,",10.8619701862,124.7209455818,"6/2/15","Magbangon","Albuera","fringe reef"
"248",13,3,"13:44:00","MRS",2,NA,"HECR",30,NA,2079,NA,"APCL",7.9,"YR",402244,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"7.9,",10.8620022051,124.7209568974,"6/2/15","Magbangon","Albuera","fringe reef"
"249",13,3,"13:47:00","MRS",2,NA,"HECR",25,NA,2080,NA,"APCL",8.7,"OP",407118,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8.7,",10.8619991876,124.7209714819,"6/2/15","Magbangon","Albuera","fringe reef"
"250",13,3,"13:51:00","MRS",1.8,NA,"HECR",30,NA,2081,NA,"APCL",9,"OP",405807,8.1,"OP","406857",8.7,"YP",407372,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",3,"9,8.1,8.7,",10.8619636483,124.7210310772,"6/2/15","Magbangon","Albuera","fringe reef"
"251",13,3,"13:51:00","MRS",1.8,NA,"STGI",40,NA,NA,NA,"APOC",3.5,"",NA,3,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"3.5,3,",10.8619636483,124.7210310772,"6/2/15","Magbangon","Albuera","fringe reef"
"252",13,3,"14:01:00","MRS",2.1,NA,"HECR",25,NA,2082,NA,"APCL",6.1,"Y",407451,3,"","",3,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",3,"6.1,3,3,",10.8619453758,124.7210666165,"6/2/15","Magbangon","Albuera","fringe reef"
"253",13,3,"14:09:00","MRS",1.8,NA,"HECR",15,NA,2083,NA,"APCL",6.7,"YR",406231,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"6.7,",10.8618970122,124.7211640142,"6/2/15","Magbangon","Albuera","fringe reef"
"254",13,3,"14:13:00","MRS",1.6,NA,"HECR",15,NA,2084,NA,"APCL",4.3,"Y",58,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"4.3,",10.8618691005,124.7211691272,"6/2/15","Magbangon","Albuera","fringe reef"
"255",13,3,"14:19:00","MRS",1.4,NA,"HECR",30,NA,2085,NA,"APCL",9.9,"OP",352991,8.7,"OR","404127",7.8,"YP",407589,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",3,"9.9,8.7,7.8,",10.8618175518,124.7211704683,"6/2/15","Magbangon","Albuera","fringe reef"
"256",13,3,"14:29:00","MRS",1.5,NA,"HECR",35,NA,2086,NA,"APCL",9.5,"OP",403055,4.6,"YR","59",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"9.5,4.6,",10.8618329745,124.7212184966,"6/2/15","Magbangon","Albuera","fringe reef"
"257",13,3,"14:33:00","MRS",1.4,NA,"HECR",30,NA,2087,NA,"APCL",4.8,"YP",60,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"4.8,",10.8618126065,124.7212271299,"6/2/15","Magbangon","Albuera","fringe reef"
"258",13,3,"14:39:00","MRS",1.4,NA,"HECR",30,NA,1092,NA,"APCL",7.6,"YP",403311,4.4,"YR","61",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"7.6,4.4,",10.8618034702,124.7212356795,"6/2/15","Magbangon","Albuera","fringe reef"
"259",13,3,"14:42:00","MRS",2,NA,"HECR",30,NA,1185,NA,"APCL",3.3,"",NA,2,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"3.3,2,",10.8616140392,124.7212719731,"6/2/15","Magbangon","Albuera","fringe reef"
"260",13,3,"14:48:00","MRS",1.7,NA,"HECR",30,NA,2088,NA,"APCL",6.8,"YR",403370,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"one fish at this anemone was uncaught",1,"6.8,",10.8616230916,124.721373897,"6/2/15","Magbangon","Albuera","fringe reef"
"261",13,3,"14:54:00","MRS",1.4,NA,"HECR",15,NA,2089,NA,"APCL",8.7,"Y",404510,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8.7,",10.8616006281,124.7214090172,"6/2/15","Magbangon","Albuera","fringe reef"
"262",13,3,"14:57:00","MRS",1,NA,"HECR",10,NA,1313,NA,"APCL",7.8,"OP",402980,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"7.8,",10.8615863789,124.7214285471,"6/2/15","Magbangon","Albuera","fringe reef"
"263",13,3,"15:04:00","MRS",1.5,NA,"HECR",35,NA,1272,NA,"APCL",8.2,"OP",401884,8.8,"OP","403649",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"8.2,8.8,",10.8615069184,124.7213186603,"6/2/15","Magbangon","Albuera","fringe reef"
"264",13,3,"15:07:00","MRS",1.1,NA,"HECR",30,NA,1273,NA,"APCL",5.8,"WP",62,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"5.8,",10.8614741452,124.7213438898,"6/2/15","Magbangon","Albuera","fringe reef"
"265",13,3,"15:12:00","MRS",1.5,NA,"HECR",30,NA,2090,NA,"APCL",8.5,"YP",402486,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8.5,",10.8614200819,124.7214055806,"6/2/15","Magbangon","Albuera","fringe reef"
"266",13,3,"15:16:00","MRS",2.6,NA,"HECR",30,NA,2091,NA,"APCL",8.2,"YP",403736,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8.2,",10.861383453,124.7214173153,"6/2/15","Magbangon","Albuera","fringe reef"
"267",13,3,"15:20:00","MRS",2,NA,"HECR",30,NA,NA,NA,"APCL",3,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"3,",10.8613868896,124.72144573,"6/2/15","Magbangon","Albuera","fringe reef"
"268",13,3,"15:25:00","MRS",1.6,NA,"HECR",30,NA,1289,NA,"APCL",8.4,"OP",405746,8.3,"YP","404229",7.3,"YP",403716,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",3,"8.4,8.3,7.3,",10.8612894919,124.7214604821,"6/2/15","Magbangon","Albuera","fringe reef"
"269",14,3,"10:00:00","MRS",1.9,NA,"HECR",15,NA,1316,NA,"APCL",8.6,"YP",355441,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8.6,",10.8615466487,124.7214423772,"6/4/15","Magbangon","Albuera","fringe reef"
"270",14,3,"10:03:00","MRS",2,NA,"????",NA,NA,NA,NA,"APCL",8,"YP",356492,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","APPE",5,NA,NA,NA,"swam into ANEM 1359 right after tagging",1,"8,",10.8615658432,124.7214295529,"6/4/15","Magbangon","Albuera","fringe reef"
"271",14,3,"10:08:00","MRS",2.1,NA,"HECR",25,NA,1357,NA,"APCL",7.4,"YP",354420,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"7.4,",10.8615683578,124.7214098554,"6/4/15","Magbangon","Albuera","fringe reef"
"272",14,3,"10:18:00","MRS",2.1,NA,"HECR",15,NA,2095,NA,"APCL",6.8,"YR",356529,5.3,"YR","64",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"6.8,5.3,",10.8615888096,124.7213567141,"6/4/15","Magbangon","Albuera","fringe reef"
"273",14,3,"10:20:00","MRS",2.7,NA,"HECR",30,NA,2096,NA,"APCL",8.3,"O",371638,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8.3,",10.8615706209,124.7213315684,"6/4/15","Magbangon","Albuera","fringe reef"
"274",14,3,"10:22:00","MRS",2.7,NA,"HECR",30,NA,2097,NA,"APCL",7.7,"YP",356001,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"7.7,",10.8615720458,124.7213298082,"6/4/15","Magbangon","Albuera","fringe reef"
"275",14,3,"10:28:00","MRS",2.1,NA,"HECR",15,NA,2098,NA,"APCL",8.1,"OP",355054,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8.1,",10.8615406137,124.7214590572,"6/4/15","Magbangon","Albuera","fringe reef"
"276",14,3,"10:41:00","MRS",2.3,NA,"HECR",10,NA,2099,NA,"APCL",7.7,"O",354270,7.5,"YP","353915",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"7.7,7.5,",10.8615041524,124.7214206681,"6/4/15","Magbangon","Albuera","fringe reef"
"277",14,3,"10:41:00","MRS",2.3,NA,"HECR",30,NA,2100,NA,"APCL",5.8,"YR",65,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"5.8,",10.8615041524,124.7214206681,"6/4/15","Magbangon","Albuera","fringe reef"
"278",14,3,"10:43:00","MRS",2.3,NA,"????",NA,NA,NA,NA,"APCL",9,"O",355486,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"9,",10.8615065832,124.7214295529,"6/4/15","Magbangon","Albuera","fringe reef"
"279",14,3,"10:45:00","MRS",2.3,NA,"HECR",35,NA,NA,NA,"APPE",7,"",NA,5,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"7,5,",10.8614727203,124.7214844543,"6/4/15","Magbangon","Albuera","fringe reef"
"280",14,3,"10:50:00","MRS",2,NA,"HECR",15,NA,2101,NA,"APCL",8,"YP",356440,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8,",10.8615365066,124.7214826103,"6/4/15","Magbangon","Albuera","fringe reef"
"281",14,3,"10:57:00","MRS",2,NA,"HECR",30,NA,2103,NA,"APCL",4.1,"YR",66,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"4.1,",10.8614553697,124.7215085104,"6/4/15","Magbangon","Albuera","fringe reef"
"282",14,3,"11:00:00","MRS",2,NA,"HECR",30,1319,2102,NA,"APCL",8.6,"YR",364196,8.5,"OP","355926",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"8.6,8.5,",10.8614495862,124.7215108573,"6/4/15","Magbangon","Albuera","fringe reef"
"283",14,3,"11:07:00","MRS",2.7,NA,"HECR",15,NA,2104,NA,"APCL",6.8,"YP",362409,8.3,"YP","370315",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"6.8,8.3,",10.8613986243,124.7214750666,"6/4/15","Magbangon","Albuera","fringe reef"
"284",14,3,"11:09:00","MRS",2.4,NA,"HECR",15,NA,2105,NA,"APCL",4.6,"WR",67,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"4.6,",10.8613625821,124.7215470672,"6/4/15","Magbangon","Albuera","fringe reef"
"285",14,3,"11:18:00","MRS",2.3,NA,"HECR",15,NA,1324,NA,"APCL",8.5,"OP",369712,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8.5,",10.8612980414,124.7215718776,"6/4/15","Magbangon","Albuera","fringe reef"
"286",14,3,"11:24:00","MRS",2.1,NA,"HECR",15,NA,1341,NA,"APCL",8.1,"OP",356778,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8.1,",10.8613353409,124.7216227558,"6/4/15","Magbangon","Albuera","fringe reef"
"287",14,3,"11:25:00","MRS",2.1,NA,"HECR",30,NA,2106,NA,"APCL",7.7,"Y",355473,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"7.7,",10.8613395318,124.7216173913,"6/4/15","Magbangon","Albuera","fringe reef"
"288",14,3,"11:29:00","MRS",2.1,NA,"HECR",10,NA,2107,NA,"APCL",4.6,"W",68,3,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"4.6,3,",10.8612542041,124.7215798404,"6/4/15","Magbangon","Albuera","fringe reef"
"289",14,3,"11:34:00","MRS",2.3,NA,"HECR",25,NA,2108,NA,"APCL",5.7,"WP",69,11.4,"WR","70",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"5.7,11.4,",10.8611805271,124.7216100991,"6/4/15","Magbangon","Albuera","fringe reef"
"290",14,3,"11:39:00","MRS",2.5,NA,"HECR",30,NA,2109,NA,"APCL",8.8,"OP",373131,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8.8,",10.8611003961,124.7216285393,"6/4/15","Magbangon","Albuera","fringe reef"
"291",14,3,"11:44:00","MRS",2.5,NA,"HECR",30,NA,2110,NA,"APCL",6,"YR",372651,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"6,",10.8611282241,124.7216014657,"6/4/15","Magbangon","Albuera","fringe reef"
"292",14,3,"11:48:00","MRS",2.5,NA,"HECR",15,NA,1298,NA,"APCL",6.4,"YR",363819,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"6.4,",10.8610553015,124.7216097638,"6/4/15","Magbangon","Albuera","fringe reef"
